USERID,PURCHASEDBOOKID
609506,"104018,118320,100619,121479,177441,164931,157726,112788,102522,128741"
609511,"104859,143914,155103,111171,114263,140246,131831,166242,114263,166242"
609515,"104859,146159,104901,118964,135430,170332,119348,146841,162878,114263"
609521,"170332,144871,143156,129645,141325,121479,111171,111171,146841,161638"
609529,"172457,114263,163038,170332,155103,114263,158378,168062,142213,106876"
609534,"152470,138024,174276,106059,105968,114263,112788,164687,167541,145637"
609536,"142213,122842,169243,112905,163038,114263,114263,166626,164687,117386"
609542,"147968,114263,114263,163038,106876,172457,115556,114263,166242,155103"
609549,"104859,155103,156638,163038,172457,112905,173264,166626,115556,128741"
609554,"104859,155730,166086,115795,151462,170332,119499,162878,131831,111171"
609556,"104859,170332,135430,119348,146841,162878,120708,166242,106186,117435"
609563,"114726,123484,117435,111171,169517,170332,113683,123556,155730,138830"
609565,"104859,172457,107517,114286,107018,128741,172264,141325,155103,114726"
609573,"177441,145637,165976,114263,142213,167541,107517,174549,172264,152470"
609575,"138830,164687,128741,172602,145196,114726,135606,140810,112615,113665"
609582,"120209,119558,150177,112705,150177,168509,117435,162878,162878,166626"
609589,"139128,172457,114726,142213,144871,155103,114263,148942,158378,123203"
609594,"135606,110980,155103,108461,163038,153864,146060,132786,112615,127698"
609599,"104859,174549,120708,162878,104910,131831,117435,113522,166086,145637"
609603,"104868,104901,145637,114263,107923,166626,142213,166704,114726,123484"
609605,"155241,128043,177168,114263,153263,125247,117386,100234,121803,121479"
609610,"106186,162878,162878,104910,117435,170332,174208,155730,131831,123484"
609619,"112905,155103,163038,142213,123203,172457,172457,141325,114263,155103"
609620,"143156,107249,114263,145637,100234,114263,153263,161638,172264,168062"
609629,"104868,111171,111171,141325,111171,166242,162878,166242,164687,107517"
609633,"112694,139238,138024,130077,102151,121137,125247,107407,168200,149246"
609635,"114263,172457,163038,170332,155103,114263,158378,168062,142213,106876"
609642,"104868,112705,142213,107923,112615,162878,153263,166626,137455,106910"
609648,"163038,121479,115556,115380,143622,156638,170332,114263,142213,114263"
609652,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
609658,"155582,104859,109659,123484,157726,163038,149151,138907,139809,114286"
609662,"164687,142213,164687,163038,112615,117386,149455,161638,145637,106059"
609668,"104868,113594,139318,127652,145637,145637,147487,142213,156578,114726"
609670,"151019,166626,142213,114263,112905,163258,154932,130077,155582,172602"
609678,"108528,166242,135606,111171,111171,130931,114263,130931,111171,164687"
609681,"104868,113594,150177,100619,130931,167541,102114,167597,140810,123484"
609688,"130460,170332,114263,164687,112615,141325,120912,118320,142213,141224"
609693,"114726,155730,158378,132786,114263,144871,172457,155103,155721,148942"
609698,"128741,155730,123484,158499,151462,164937,105968,115842,119499,103903"
609702,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609705,"168260,133460,123484,118320,139128,117994,160273,127652,117386,162522"
609711,"166626,151019,138024,114263,105968,104657,155103,114263,142213,125368"
609717,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609724,"121370,139809,139809,134396,104910,139369,162878,170332,162878,135430"
609727,"114726,155103,114263,172637,114263,133815,114726,114263,172457,106876"
609730,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609736,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
609743,"118320,114263,144871,172457,174276,112905,135753,168182,170332,149233"
609749,"135677,170430,111171,157507,114263,178216,114726,140246,115556,114263"
609750,"174276,158378,114263,161638,107037,149151,166086,143156,153263,114726"
609755,"163684,154749,172457,114263,141325,133815,168062,130460,142213,128741"
609764,"111171,141325,108461,100234,128741,112615,120912,135606,107517,111171"
609767,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609771,"172153,113665,113665,163038,144619,145637,139128,158378,168062,114486"
609777,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609783,"104868,114263,114263,125247,144871,123484,155103,139128,109615,146841"
609785,"117994,167442,172457,170332,114263,114263,170332,177888,158378,170332"
609794,"104868,114263,166626,114726,114263,126326,164687,178216,140246,155103"
609796,"104868,114263,166626,114726,114263,126326,164687,178216,140246,155103"
609802,"104868,114263,166626,114726,114263,126326,164687,178216,140246,155103"
609809,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
609810,"134599,113683,170332,155103,172457,114263,172457,155566,163038,123484"
609816,"104868,114726,179131,145637,154932,109615,168200,127652,167541,149151"
609824,"104868,114726,179131,145637,154932,109615,168200,127652,167541,149151"
609829,"131831,152783,146060,166398,113665,130189,108461,156638,138024,159652"
609834,"123484,170332,114263,142213,155103,172457,155566,112905,113522,170829"
609838,"104868,114726,179131,145637,154932,109615,168200,127652,167541,149151"
609841,"158378,114263,114726,155103,114263,114263,149151,114263,141325,158378"
609845,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
609853,"121803,114286,111171,145637,144871,148942,166086,162878,158378,141325"
609856,"104868,115251,125069,135677,114726,111171,111171,127652,144871,111171"
609860,"104868,117435,113471,177441,107517,147487,155730,104141,144069,127652"
609866,"149233,164687,128741,167541,110725,112305,145637,153263,112905,129135"
609870,"104868,123203,164937,114726,114263,106876,109615,144871,114263,122668"
609875,"120912,108461,128741,107923,153263,149233,114263,113665,114263,121803"
609881,"129645,150177,107517,170332,114263,148036,172264,149233,172457,138024"
609888,"149151,114263,114263,114726,155103,149151,158378,158378,105968,166626"
609890,"160188,174622,163514,114263,118320,173445,167597,100234,170332,130460"
609895,"105968,167597,114726,114263,128741,114263,155103,149151,158378,114263"
609904,"104868,125603,125247,167442,159086,153263,114726,102128,172602,155103"
609909,"104868,129133,120912,119632,130189,127179,158378,162878,161638,111171"
609911,"170332,167541,177888,170332,114263,172457,114263,113522,107517,142213"
609917,"104868,130241,138024,118320,171171,127698,113665,171171,125247,162522"
609924,"139809,167058,139809,155103,172457,114726,148942,114263,144871,139128"
609925,"104868,138502,114263,172457,170332,170332,113522,155566,101355,170332"
609931,"114263,114263,166626,117386,114263,121479,112905,142213,106876,166242"
609936,"114263,156578,114263,114726,158378,166626,109615,158378,114263,105968"
609944,"155103,129210,112905,179744,117386,111171,121803,104657,155721,104018"
609947,"172264,114263,114263,113665,117386,154932,138024,109615,113665,125247"
609954,"150177,114263,114263,114263,138024,117386,121803,119817,149455,166242"
609957,"166626,172457,155103,114263,144871,114726,148942,139128,158378,114726"
609963,"104868,142213,163038,144871,166086,148942,145637,139128,172264,145637"
609966,"104868,144288,114263,114263,144871,155103,139128,125247,148942,123484"
609974,"139809,156723,152257,148942,167541,142544,114726,155103,144871,172457"
609977,"158378,149151,158378,114263,158378,114726,114263,130189,107517,117386"
609982,"115556,114263,166242,142213,155103,111171,172457,145637,124003,153263"
609989,"114263,114334,145637,168200,153263,172503,115556,170430,111171,169517"
609992,"104868,146159,163191,177441,114263,114263,114263,142213,113665,117386"
609999,"142544,117280,114263,122842,149025,121479,158378,107037,155332,104657"
610000,"114726,155103,142544,172457,114263,130460,148942,177441,114263,162621"
610006,"140276,140276,115251,167058,114263,114263,139318,114726,104657,171049"
610010,"104868,152470,114263,170332,129218,114263,115556,153263,172457,115556"
610019,"111171,162878,166242,111171,111171,141325,166242,147745,104657,164687"
610021,"167541,128741,141325,155103,100234,120912,112788,144619,113665,168062"
610026,"114263,114726,114263,155103,149151,158378,158378,158378,114263,106876"
610030,"104868,154932,114263,111171,164687,166626,126326,113665,140246,100013"
610039,"121479,155332,115251,117699,149233,102007,152470,154932,113665,114263"
610043,"104868,162878,170332,162878,135430,146841,111171,104910,174549,117435"
610045,"166626,114263,166242,114726,104657,166242,114263,155103,173264,114263"
610052,"161638,164687,112615,144871,114263,113665,121479,138830,141325,124003"
610057,"163038,114263,114726,155103,114263,149151,158378,155103,172457,114263"
610061,"150177,144871,114263,155103,107517,139128,148942,172457,145637,114263"
610066,"114263,116007,155103,108461,111171,139128,159652,140246,114726,162878"
610071,"128741,138024,103974,148458,170332,127698,172457,167442,100234,146060"
610079,"104868,164687,158378,144871,141325,179744,127652,107037,104657,139128"
610083,"113665,145196,114726,115842,114726,117386,114486,112905,100013,114263"
610085,"130077,145637,146314,130931,100234,114263,126326,107517,138024,127652"
610093,"104868,164937,107018,105968,134415,146159,178013,178216,111171,113081"
610096,"114726,144069,135677,166849,146159,170332,114726,135430,162878,114263"
610102,"111171,134599,166242,166242,142213,114263,114726,164687,106876,141325"
610109,"104868,166626,100013,170430,114263,114726,126326,114263,178216,100013"
610112,"157056,104910,124775,125072,102007,159132,103903,168370,162878,114263"
610117,"115556,114263,166242,142213,155103,111171,172457,145637,124003,153263"
610120,"163038,142213,112905,139128,158378,117386,129645,139128,163258,142213"
610126,"114263,114263,149151,114726,158378,114263,158378,155103,158378,109615"
610130,"160273,163038,155103,172457,112615,128741,112905,120912,114263,123203"
610135,"146545,167541,120912,114263,168062,170332,149233,172457,144619,128741"
610140,"102522,172457,114263,135069,138856,121868,170332,155566,113522,170332"
610149,"104868,166626,114263,114726,166242,166242,173264,104657,155103,114263"
610153,"147419,158174,107018,114263,145637,106876,152470,164687,112905,114726"
610156,"119563,138830,162621,138024,129218,167442,135606,163038,121479,152470"
610162,"117659,107037,139809,138830,121479,139809,119817,150177,112745,112615"
610167,"108461,153263,149233,121803,107923,138024,164687,113665,114263,124003"
610171,"152257,125606,114263,162878,170332,121803,171049,166626,114263,102114"
610179,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
610180,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
610189,"152470,141325,123203,117386,114263,114263,155103,130077,172457,166242"
610194,"158378,149151,158378,114726,114263,114263,114263,155103,114263,142213"
610197,"139128,163038,139128,142213,112905,158378,166086,163258,142213,114726"
610202,"133815,103593,166626,138830,154932,105968,149455,166626,150780,166242"
610205,"138024,129135,145637,153263,126326,107923,107517,114263,108461,142213"
610211,"156578,114263,114263,155103,115556,163038,106910,148036,153263,170332"
610216,"158378,130931,169243,114263,114726,166242,163038,100234,166626,135606"
610222,"104868,169854,163038,115619,162621,142213,107517,114726,158378,112905"
610225,"166626,145637,142213,114263,114263,105968,112905,114263,151019,102522"
610232,"142213,163038,166086,144871,148942,139128,139128,113665,145637,121479"
610239,"104868,173264,155103,104657,166626,166242,166242,172457,114263,115556"
610243,"120912,168062,128741,100234,121803,172264,144619,166626,135606,114263"
610249,"172086,145637,158378,114263,126326,144871,162878,111171,134396,119499"
610252,"166849,168260,165392,121803,150780,143596,173445,171961,174622,154932"
610258,"104868,174276,117280,172969,170332,135606,105968,114263,127698,153263"
610264,"178404,158378,107037,149151,154932,139318,111171,148942,139318,112615"
610268,"104868,177441,108701,135677,157507,114726,158378,168200,142213,152470"
610270,"114263,166626,155103,114263,114726,155103,172457,114726,144871,148942"
610278,"142213,115842,148483,131831,157314,163038,114726,126326,162878,114263"
610280,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
610285,"149455,139238,116315,172434,116315,117280,109659,113665,129210,122842"
610291,"104901,102128,107517,164687,111171,105968,140246,140679,164695,154932"
610299,"104901,102128,107517,164687,111171,105968,140246,140679,164695,154932"
610302,"162878,177441,138580,165523,103593,114263,114726,123484,115842,114726"
610305,"114726,125072,125368,114263,163038,139128,155103,114726,172457,155241"
610312,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
610317,"177168,144871,139128,121479,148942,107037,145637,139318,149025,142213"
610321,"126326,144288,144288,107517,144871,117994,162878,141325,166626,111171"
610329,"104901,104868,104910,150177,174549,146841,174208,114263,134396,104910"
610330,"104901,107838,114263,102128,164687,174549,146841,114263,131831,100013"
610337,"104901,125069,114768,111171,166242,114726,144871,102128,140246,141325"
610344,"104901,145637,114263,107923,166626,142213,166704,114726,104868,104657"
610345,"104901,146841,114263,123484,134396,115842,104868,104910,119499,145637"
610354,"113522,138024,135753,155241,101948,103593,145196,156962,178216,120481"
610357,"166463,110626,154949,174276,149246,172457,138830,148036,178107,150095"
610360,"156638,102151,135606,114263,114263,121803,110980,166398,130457,150780"
610368,"158378,158378,149151,114726,114263,114263,114263,114263,155103,142213"
610372,"168509,158378,149151,107037,121479,127698,158378,138024,139318,155332"
610378,"124003,114263,166252,141325,128741,173445,133815,104018,107923,114263"
610384,"104910,100013,112905,121137,164687,163191,121370,123203,139369,105968"
610385,"155103,114263,114726,114263,158378,114263,149151,114263,158378,106876"
610394,"104910,100013,162878,147696,134396,146841,155730,123484,142213,113522"
610397,"168062,126326,172602,105968,106910,126326,114726,114263,163038,154932"
610404,"104657,129133,173445,155241,128741,161638,141325,124003,122668,146060"
610406,"112694,168182,103337,127652,164235,139238,172602,145637,135606,140810"
610414,"112305,166242,107249,102522,166242,166626,114263,166626,117435,150780"
610415,"124003,114263,166252,141325,128741,173445,133815,104018,107923,114263"
610421,"114263,113665,145196,166626,121803,114263,121479,164687,114263,150780"
610425,"163038,155103,114263,172457,123203,112905,114263,155103,114726,114263"
610433,"168062,107249,163038,145637,109615,113665,170332,113665,127652,104657"
610437,"149455,113665,172602,145637,158208,105968,105968,113665,119817,156578"
610441,"152257,177441,148036,173264,155103,107517,162878,126326,142213,111171"
610446,"134396,114263,114263,166626,117386,109615,112905,117435,166242,115842"
610451,"123556,145637,163258,104910,125247,114263,164687,167541,113665,115842"
610459,"168260,118320,158378,117386,166626,113665,114726,139128,144871,148942"
610463,"104910,102007,108461,155103,150780,129133,172457,114263,112615,148942"
610465,"148036,172602,117386,163038,114263,149151,113665,135606,114263,123203"
610472,"136986,143578,164937,148942,154932,114263,114263,122668,122668,107037"
610477,"117435,173264,153373,124003,129645,139809,134415,134415,118320,174622"
610480,"158378,139128,166086,139128,149025,158378,112905,125072,163258,163038"
610485,"158378,107517,149151,158378,114726,142213,167541,114263,114263,114263"
610492,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
610495,"125072,122668,158378,114726,111171,104657,172264,142213,145196,148942"
610501,"153864,120708,155730,172434,156652,120066,170332,112615,159276,104910"
610508,"104910,104018,174208,149025,158499,170332,133815,121803,172264,153373"
610511,"110536,170332,135430,162878,104910,106186,131831,114263,102114,102128"
610519,"114726,114263,114263,106876,158378,163038,149151,114263,158378,172457"
610524,"154932,122668,152470,162621,122668,148942,111171,121479,150780,173445"
610526,"121803,166242,114263,166242,111171,141325,117386,166626,166626,104657"
610533,"143156,134415,125606,166626,117435,166242,104657,105968,171049,142213"
610536,"104910,104657,142213,172457,153263,171049,111171,172264,134396,113522"
610543,"104910,105968,141325,142213,111171,112905,114263,117435,153263,126326"
610549,"104910,105968,141325,142213,111171,112905,114263,117435,153263,126326"
610550,"107611,166626,114263,126326,105968,141325,164931,117994,178013,100013"
610556,"104910,105968,141325,142213,111171,112905,114263,117435,153263,126326"
610564,"108461,144871,114768,115380,114263,115380,105968,172457,155103,148942"
610567,"104910,105968,141325,142213,111171,112905,114263,117435,153263,126326"
610573,"142679,100533,142544,138830,112305,144871,142213,150177,130931,108730"
610575,"158378,104141,114263,106876,149025,122668,125072,127652,107037,154932"
610584,"161672,114726,114263,114263,166242,170430,166242,111171,178216,111171"
610589,"100727,163038,158378,139128,139128,145637,166086,113665,173445,142213"
610591,"120912,168062,128741,100234,121803,172264,144619,166626,135606,114263"
610596,"104910,111171,104018,119499,162878,131831,117435,174549,146841,155730"
610604,"119348,105968,128741,174622,156723,121803,119466,104868,155566,166252"
610605,"104910,115556,155730,104910,146841,117435,123484,134396,115842,162878"
610610,"150177,162878,117435,138830,162621,142213,156578,129218,139318,115251"
610618,"104910,117435,155190,111171,162878,114263,166242,142679,119348,136490"
610623,"111171,114263,166242,111171,114263,141325,111171,166242,104868,169517"
610627,"142213,163038,112905,166626,114263,158378,139128,117386,145637,142679"
610634,"104910,119926,148942,114286,168509,148942,177168,107037,119558,103903"
610635,"108461,153263,149233,121803,107923,138024,164687,113665,114263,124003"
610641,"114726,114726,114263,114263,115842,178216,164687,141325,115842,149151"
610646,"170332,166398,114263,113665,121803,100234,114263,130460,114263,114263"
610651,"104910,120481,162878,170332,119348,168062,110536,162878,116315,120912"
610655,"149455,113665,153263,107923,128741,100234,120912,112615,121803,114263"
610663,"130106,133443,152470,113665,169243,114263,113565,156836,168509,166626"
610668,"130314,114263,114726,158378,100234,158378,149151,162878,133815,114726"
610674,"115842,115380,100013,129645,114726,114726,111171,141325,178216,153263"
610679,"104910,134396,171049,146841,114263,162878,114263,113522,104910,172264"
610680,"104910,135677,171049,134396,146841,114263,107517,172264,162878,114263"
610687,"155582,144871,139128,148942,114263,117386,155103,156578,114726,162621"
610690,"161638,135430,128741,170332,120912,114263,149233,144619,168062,172457"
610697,"114263,148036,114726,158378,100234,158378,149151,162878,133815,114726"
610704,"104910,143914,162878,107611,114286,120912,129218,107037,126326,147696"
610705,"170430,100234,122295,114263,114726,156578,126326,138907,170332,178216"
610711,"121868,102151,117994,114263,114263,172457,170332,138024,100234,155566"
610716,"104910,144871,107018,123556,104657,105968,157314,177168,155103,125247"
610721,"107037,167541,107923,100234,145637,114263,161638,124003,170586,166704"
610729,"144871,166626,172457,158378,178107,114263,114726,139128,155103,148942"
610730,"162522,139128,163038,142213,112905,158378,139128,163258,129645,142679"
610736,"114263,112836,172457,112836,107838,117242,170332,100234,168370,138856"
610742,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
610746,"121803,145908,164687,167541,112615,161638,168062,163038,145637,163514"
610752,"104910,145196,123484,168260,119348,149151,174208,174208,104910,162878"
610755,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
610760,"155103,141325,170332,139128,114726,114263,123484,142213,172457,148942"
610769,"170332,116315,127652,101919,114263,114263,172457,145637,114263,170829"
610772,"104910,155730,162878,117435,131831,162878,170332,104910,174549,145637"
610777,"104910,156578,169116,156578,127652,115842,127652,170430,145637,145637"
610782,"159167,164937,166626,114263,114263,142213,113665,115380,173445,149455"
610786,"104910,158378,117435,114263,130931,113683,119499,114726,114263,123484"
610791,"165392,114263,114263,100234,144619,156578,115556,137455,140679,164687"
610797,"145637,139318,107923,163038,142213,127652,121803,139318,123484,115251"
610804,"105968,168509,114263,166626,117435,105968,135606,164687,145637,135753"
610808,"127652,124932,145637,177888,172434,155566,162878,142679,144839,152447"
610813,"139369,179793,114726,131548,118320,102128,117435,170332,162878,135430"
610819,"134525,114263,114263,166626,170332,172457,153263,173445,135430,142213"
610822,"115556,104868,114263,153263,170430,166242,145637,178216,111171,155103"
610825,"174622,166086,149025,107037,121479,135606,139128,144871,139318,111171"
610833,"112615,120708,164092,154749,168370,130106,114263,170332,170332,172457"
610836,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
610842,"171171,178404,145637,114263,166086,149025,117435,127698,107037,170332"
610849,"104726,120708,177888,170332,117699,143622,118964,156099,172457,114263"
610850,"104910,158378,158378,149151,114726,114263,162878,114263,170332,142213"
610856,"162621,107517,171171,177168,157314,144871,172264,171049,155103,148942"
610863,"144871,141224,155103,139128,172457,114263,148942,114726,158378,170332"
610868,"104910,162878,131831,162878,170332,166086,155730,174549,123484,135430"
610870,"104910,162878,131831,162878,170332,166086,155730,174549,123484,135430"
610875,"142213,163038,112905,166626,114263,158378,139128,117386,145637,142679"
610882,"104910,162878,131831,162878,170332,166086,155730,174549,123484,135430"
610888,"142679,142213,163038,139128,112905,158378,163258,117386,129645,164687"
610890,"158378,148942,144871,155103,139128,114263,172457,114726,149151,158378"
610896,"104910,162878,146841,170332,172264,174208,135430,134396,120708,123484"
610902,"114263,141325,101948,156578,142213,107517,106876,100234,110980,172457"
610909,"104910,166626,142213,114263,162878,145637,170332,162878,135430,117435"
610912,"114263,166626,114726,114263,155103,158378,149151,163038,166242,158378"
610917,"147745,103722,119499,114263,113522,171049,168370,134396,162878,162878"
610923,"172457,170332,143622,101919,172434,114263,103593,116315,113081,114263"
610926,"107249,138830,164687,112615,168062,120912,128741,152470,114726,114726"
610933,"104910,172434,149151,155103,114726,138502,114263,115380,150804,135606"
610938,"158378,145341,115842,149151,158378,114726,107037,139318,114263,114263"
610941,"153263,114263,107923,108461,168200,167541,167541,142213,121479,100234"
610946,"104910,174208,119558,120209,134396,162878,171049,146841,114263,170332"
610953,"142213,114286,165392,114486,153263,145637,168260,114263,142213,163038"
610957,"118320,114263,112905,141325,114726,114263,141325,114263,113665,155103"
610964,"148942,150177,114263,155332,121479,114263,117280,145637,130189,158378"
610967,"163258,117699,150177,150177,167541,166086,108461,107517,112615,164687"
610972,"178216,116315,158378,158378,149151,114263,114726,114263,114263,155103"
610976,"129135,172457,155566,170332,170332,170829,170332,113522,170332,152621"
610982,"105049,102114,117435,106059,138502,134396,114263,115842,109615,105968"
610989,"105049,113665,122842,166626,104657,166242,142213,149025,149455,117280"
610993,"142213,138580,162878,174549,107838,147915,114263,162878,104910,145637"
610997,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
611002,"105049,114263,114263,138024,105968,135606,138024,112788,134184,122842"
611006,"104910,166626,142213,114263,162878,145637,170332,162878,135430,117435"
611012,"108701,174276,114263,160273,114263,153263,135606,149025,116375,112615"
611019,"105049,114263,114263,138024,105968,135606,138024,112788,134184,122842"
611020,"172637,114263,114726,100234,133815,114726,158378,128741,149233,149151"
611029,"105268,104868,111171,111171,114726,111171,141325,166242,158378,114263"
611034,"167442,179744,107037,149025,121479,144871,122668,158378,139318,155332"
611037,"145196,112615,152470,167541,127652,163258,164687,121803,172602,138830"
611042,"105268,139318,158378,149151,142213,154932,138830,158378,122668,162621"
611047,"155332,126455,121479,134415,166086,149025,142213,145637,107037,158378"
611053,"166626,142213,114263,112905,102522,166242,151019,105968,141325,155103"
611058,"100619,135606,106059,160273,179131,128741,137455,145637,164687,167541"
611062,"158378,149151,158378,114726,114263,114263,107037,155103,114263,114263"
611066,"149151,114263,172457,158378,114263,155103,114726,114263,114263,142213"
611071,"150177,122668,158378,111171,154932,166242,150780,139318,141325,164687"
611076,"105268,158378,149151,164687,158378,139318,111171,142213,107037,166626"
611083,"107517,167541,172264,144871,126326,141325,148036,117994,142213,156578"
611087,"148036,157314,157314,177168,139809,107517,166086,162878,172457,155103"
611091,"105780,134599,177168,100727,163038,142213,166242,112905,117386,139128"
611098,"152257,100013,145637,142213,112905,163038,114726,114726,115556,170430"
611102,"105951,135430,170430,134525,114263,170332,162878,114726,170332,126326"
611105,"105951,152470,170332,164687,125247,146159,152447,118320,130460,114263"
611113,"105951,154932,156578,115556,122668,166650,170332,172457,127652,122668"
611115,"105951,170332,112836,163258,142213,113522,102151,168370,152621,114263"
611121,"105951,170332,172457,115556,114263,101355,162878,100619,125072,119817"
611129,"114263,142213,158378,170332,170332,168062,172457,145637,162878,114263"
611131,"111171,104657,115842,151462,162878,104859,100234,149151,102128,106186"
611138,"177168,114726,141325,178216,114263,113665,114263,166252,173445,166626"
611140,"152470,156638,148036,121803,168062,120912,130077,167442,104657,154932"
611146,"155730,114263,172457,104657,112705,114263,114726,155103,144871,114726"
611151,"132558,173445,125368,113471,153263,161638,154932,114726,138830,122668"
611158,"162621,112615,133525,139128,113683,163038,164687,112905,142213,135606"
611163,"114263,114726,114263,155103,149151,158378,158378,158378,114263,106876"
611166,"105951,170332,172457,155566,114263,113522,170332,170332,101355,127652"
611170,"147915,158208,153263,135753,179744,105968,115556,104657,114263,149455"
611177,"105951,172264,158378,111171,149025,140246,170332,111171,107249,172602"
611182,"135606,174622,171049,161638,100234,143156,154701,114263,153263,134396"
611187,"162621,154932,139318,138830,156578,126326,162641,142213,144871,117435"
611192,"105951,174208,138830,177888,119499,114263,114263,146841,105968,145637"
611198,"106797,170332,114263,172457,142213,113522,155566,170332,136986,142213"
611202,"166626,114726,142213,153263,145637,114263,114263,115556,156578,161638"
611208,"168200,102128,114263,104910,162878,131831,170332,135430,110536,123484"
611214,"153263,114263,107923,108461,168200,167541,167541,142213,121479,100234"
611218,"114263,114726,158378,100234,158378,149151,162878,133815,114726,149233"
611222,"123203,113665,145196,141325,142213,104657,114263,114263,114726,170332"
611225,"166626,114263,114263,172457,158378,114263,114263,170332,155103,155103"
611230,"158378,126587,147487,111171,162878,166242,104657,166242,102114,104910"
611238,"112615,142679,139128,147915,128741,121803,149455,164687,158378,166086"
611244,"150177,115556,153263,155241,111171,141224,143596,104657,161638,122842"
611249,"155103,114263,114726,114263,158378,114263,149151,114263,158378,106876"
611254,"166242,166242,142213,111171,114263,166626,115556,164687,166242,166626"
611258,"105968,104141,154932,105968,146314,160188,114726,121803,145637,127652"
611260,"144871,128964,172457,148942,155103,139128,114263,114726,158378,117435"
611268,"163258,142213,163038,112905,139128,158378,139128,145637,142679,114263"
611272,"133177,158378,114726,149151,122668,128741,107037,172457,141325,104657"
611276,"105968,104141,172637,114263,114726,100234,168200,153263,154932,145637"
611282,"172264,102151,146159,167655,104657,139128,129645,139128,163038,142213"
611289,"105968,104910,112615,118725,146545,155730,106186,142213,113565,126326"
611292,"172457,155103,139128,114263,144871,148942,114726,158378,114726,123203"
611299,"116315,166242,125603,111171,123556,167541,157314,118964,146841,114263"
611304,"105968,106059,132497,143622,155332,112788,178503,114263,162641,140810"
611306,"170332,129645,107135,163038,136986,142213,114263,170332,158378,114263"
611314,"114263,145637,168200,153263,115556,135430,172503,169517,170430,111171"
611318,"142213,163038,112905,166626,114263,158378,139128,117386,145637,142679"
611322,"158378,155190,114263,166626,114726,117386,126326,139128,117994,119499"
611329,"139809,107249,113665,105968,104018,104657,134599,164687,157507,138024"
611332,"105968,107249,144619,163038,168062,167442,135606,154932,100234,113665"
611338,"105968,108461,135606,173264,102007,153263,142213,155103,166626,166242"
611340,"114263,112905,155241,142213,166626,114263,163038,139128,158378,163258"
611346,"105968,109615,114263,115842,114263,113665,167541,117386,106910,145637"
611350,"104657,111171,122668,111171,113665,158378,164687,154932,125072,113665"
611357,"156638,121803,139987,112705,144619,161638,145637,112615,168062,100234"
611361,"114263,158208,166626,114263,106876,121479,121803,121803,117386,125247"
611369,"105968,113665,159086,127616,128741,105968,149455,167442,164687,145637"
611373,"121803,100234,107923,164687,145637,114263,121803,120912,164687,112615"
611377,"139369,123203,104141,102151,155730,162878,102114,143578,103903,113665"
611384,"117386,142213,163038,158378,114263,164687,172602,108461,114486,149151"
611385,"152470,114263,145637,105968,100234,114726,153263,100234,164687,179744"
611394,"122668,154932,166242,107037,111171,141325,166626,122668,155241,150780"
611399,"100533,117386,112694,125368,105968,142213,114263,153263,164687,172602"
611404,"139318,158378,149151,107037,114263,144871,121479,148942,122668,154932"
611408,"139128,148942,147745,144871,148942,111171,155103,172457,154932,114263"
611414,"105968,114263,114263,163038,113665,138024,109615,155103,158378,105968"
611419,"170332,116793,137581,167058,100013,155566,146841,123484,134396,162878"
611422,"179744,174622,172264,164235,145637,135677,133815,121479,127698,168509"
611428,"172457,151462,162878,133460,104910,134396,162878,146841,104910,170332"
611430,"149151,158378,114726,158378,114263,114263,155103,114263,107037,114263"
611439,"147696,114263,166626,145637,170332,114263,142213,155103,162878,114263"
611441,"170332,133815,114263,128741,172457,114726,171049,120912,172264,114263"
611447,"105968,114263,145637,169517,168200,153263,170430,100234,111171,172503"
611454,"105968,114263,164687,143156,100234,161638,166626,160273,145637,173445"
611457,"115380,114263,142213,115556,114726,145637,168200,153263,100234,114726"
611461,"139128,112905,142213,129645,163038,158378,163258,139128,142679,104657"
611467,"105968,114263,168062,163038,172457,142213,145637,144619,110980,154932"
611471,"105968,114263,169517,162621,164687,145637,131831,154932,111171,114726"
611478,"158378,149151,158378,114726,114263,114263,114263,107037,114263,142213"
611481,"156578,114263,172637,139128,172457,155103,144871,148942,114726,158378"
611489,"172637,114263,142213,145637,153263,164687,115556,166242,114263,111171"
611490,"127652,113683,114263,114726,117386,114726,172602,158378,112037,156578"
611499,"131196,114263,106910,163038,109615,105968,105968,106910,164687,114263"
