USERID,PURCHASEDBOOKID
605310,"119914.0, 111091.0, 161638.0, 111171.0, 144871.0, 111171.0, 145637.0, 111171.0, 162878.0, 147487.0"
605318,"127698.0, 121479.0, 149025.0, 113665.0, 107037.0, 119817.0, 168509.0, 173445.0, 152470.0, 113665.0"
605320,"164092.0, 115842.0, 114263.0, 109615.0, 114263.0, 114726.0, 107923.0, 114263.0, 144871.0, 146841.0"
605326,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 107037.0, 155103.0, 114263.0, 114263.0"
605332,"141325.0, 114263.0, 155103.0, 114726.0, 163038.0, 112905.0, 114263.0, 155103.0, 123484.0, 123203.0"
605339,"141325.0, 116315.0, 146314.0, 111171.0, 166242.0, 114263.0, 106876.0, 111171.0, 166242.0, 144871.0"
605349,"111171.0, 111171.0, 171976.0, 129135.0, 141325.0, 166242.0, 111171.0, 166242.0, 166242.0, 162878.0"
605351,"121803.0, 164687.0, 111171.0, 114726.0, 127652.0, 120912.0, 145196.0, 166242.0, 174622.0, 113665.0"
605355,"139809.0, 127179.0, 139809.0, 114263.0, 167442.0, 130189.0, 139128.0, 172457.0, 144871.0, 121479.0"
605360,"114263.0, 114726.0, 158378.0, 100234.0, 158378.0, 149151.0, 162878.0, 133815.0, 114726.0, 149233.0"
605368,"104868.0, 144288.0, 114263.0, 114263.0, 144871.0, 155103.0, 139128.0, 125247.0, 148942.0, 123484.0"
605372,"130106.0, 135606.0, 153263.0, 110980.0, 143596.0, 102128.0, 155103.0, 156578.0, 135606.0, 126326.0"
605375,"105968.0, 145637.0, 114263.0, 142213.0, 138024.0, 153263.0, 166626.0, 164931.0, 121137.0, 117435.0"
605383,"148942.0, 114263.0, 158378.0, 155103.0, 114726.0, 114726.0, 112305.0, 155103.0, 172086.0, 157726.0"
605389,"114263.0, 168200.0, 153263.0, 114726.0, 145637.0, 115556.0, 135430.0, 100234.0, 100619.0, 114726.0"
605391,"166626.0, 158378.0, 172457.0, 120912.0, 114263.0, 114263.0, 149151.0, 128741.0, 162878.0, 141325.0"
605411,"136490.0, 114263.0, 114263.0, 114263.0, 155332.0, 138024.0, 125247.0, 114263.0, 106876.0, 158378.0"
605418,"145637.0, 115251.0, 163038.0, 142213.0, 114263.0, 142213.0, 139318.0, 168062.0, 127652.0, 117386.0"
605422,"155103.0, 114263.0, 114726.0, 114263.0, 158378.0, 114263.0, 149151.0, 114263.0, 158378.0, 106876.0"
605427,"165392.0, 152470.0, 166626.0, 115251.0, 145637.0, 142213.0, 117386.0, 142213.0, 105968.0, 166626.0"
605431,"161638.0, 135430.0, 128741.0, 170332.0, 120912.0, 114263.0, 149233.0, 144619.0, 168062.0, 172457.0"
605437,"138024.0, 138907.0, 114263.0, 114263.0, 114263.0, 141224.0, 128741.0, 155103.0, 119817.0, 107037.0"
605442,"100234.0, 114263.0, 114263.0, 164687.0, 149455.0, 170332.0, 138830.0, 168182.0, 110980.0, 138024.0"
605445,"142213.0, 163038.0, 112905.0, 166626.0, 114263.0, 158378.0, 139128.0, 117386.0, 145637.0, 142679.0"
605451,"137581.0, 135430.0, 114263.0, 123484.0, 120708.0, 117435.0, 170332.0, 146841.0, 170332.0, 170332.0"
605458,"128741.0, 114726.0, 114263.0, 100234.0, 172457.0, 120912.0, 155103.0, 114726.0, 149233.0, 172264.0"
605464,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
605470,"114263.0, 134525.0, 146159.0, 154932.0, 114263.0, 138024.0, 158378.0, 162621.0, 158378.0, 113665.0"
605475,"172969.0, 149025.0, 152470.0, 138024.0, 145637.0, 155332.0, 114263.0, 121479.0, 172602.0, 154932.0"
605480,"154932.0, 122668.0, 152470.0, 162621.0, 122668.0, 148942.0, 111171.0, 121479.0, 150780.0, 173445.0"
605493,"130931.0, 168260.0, 146545.0, 148036.0, 168509.0, 146060.0, 121803.0, 166704.0, 127698.0, 112615.0"
605499,"112694.0, 112615.0, 161638.0, 121479.0, 166398.0, 110980.0, 145196.0, 135606.0, 164687.0, 152470.0"
605503,"139809.0, 114263.0, 145637.0, 168200.0, 111171.0, 135430.0, 169517.0, 155103.0, 158378.0, 149151.0"
605509,"132786.0, 172602.0, 100533.0, 127698.0, 114486.0, 128741.0, 141325.0, 152470.0, 173445.0, 121479.0"
605514,"155103.0, 163038.0, 172457.0, 112905.0, 142213.0, 123203.0, 114263.0, 172457.0, 141325.0, 115556.0"
605517,"178404.0, 114263.0, 114263.0, 129218.0, 166242.0, 170332.0, 115556.0, 166626.0, 166398.0, 153263.0"
605520,"114263.0, 170332.0, 112694.0, 114263.0, 114263.0, 141325.0, 155103.0, 114726.0, 158378.0, 149151.0"
605525,"114263.0, 142213.0, 139809.0, 177168.0, 166626.0, 112905.0, 163038.0, 113665.0, 139128.0, 142213.0"
605532,"145637.0, 112615.0, 105968.0, 147487.0, 145196.0, 141224.0, 165976.0, 130460.0, 142679.0, 167541.0"
605539,"104657.0, 112694.0, 153263.0, 128741.0, 141325.0, 114726.0, 142213.0, 115251.0, 121479.0, 111171.0"
605540,"171049.0, 134396.0, 105968.0, 145637.0, 104910.0, 162878.0, 119499.0, 114263.0, 170332.0, 107517.0"
605553,"142213.0, 100234.0, 153263.0, 154701.0, 161638.0, 150780.0, 105968.0, 145637.0, 164687.0, 167541.0"
605556,"139809.0, 107018.0, 170332.0, 114263.0, 172457.0, 114263.0, 170332.0, 155566.0, 113522.0, 114263.0"
605564,"148942.0, 154932.0, 111171.0, 122668.0, 162878.0, 114263.0, 155241.0, 121803.0, 144871.0, 122668.0"
605578,"114263.0, 114726.0, 114263.0, 155103.0, 149151.0, 158378.0, 158378.0, 158378.0, 114263.0, 106876.0"
605582,"166626.0, 135430.0, 170332.0, 114263.0, 106876.0, 162878.0, 114263.0, 166242.0, 119348.0, 114263.0"
605588,"172457.0, 170332.0, 148942.0, 148942.0, 107037.0, 157314.0, 166925.0, 172457.0, 113565.0, 157314.0"
605614,"100234.0, 148036.0, 134641.0, 158174.0, 164687.0, 114263.0, 114263.0, 125247.0, 167541.0, 141224.0"
605619,"165392.0, 114726.0, 149151.0, 114263.0, 158378.0, 158378.0, 155103.0, 114263.0, 158378.0, 114263.0"
605631,"162878.0, 111171.0, 117435.0, 131831.0, 104910.0, 142213.0, 114263.0, 162878.0, 155730.0, 170332.0"
605643,"139318.0, 158378.0, 149151.0, 107037.0, 114263.0, 144871.0, 121479.0, 148942.0, 122668.0, 154932.0"
605646,"111171.0, 115556.0, 114263.0, 166242.0, 142213.0, 111171.0, 166242.0, 153263.0, 156578.0, 111171.0"
605651,"146841.0, 148942.0, 115380.0, 120708.0, 112305.0, 107018.0, 146159.0, 140276.0, 151462.0, 107838.0"
605661,"114286.0, 112305.0, 166626.0, 166242.0, 128741.0, 171049.0, 104859.0, 170332.0, 120912.0, 121803.0"
605676,"100533.0, 172086.0, 114263.0, 106876.0, 163038.0, 114263.0, 155103.0, 114726.0, 114263.0, 149151.0"
605681,"135677.0, 114263.0, 166086.0, 114263.0, 106876.0, 115556.0, 114263.0, 164687.0, 167541.0, 155103.0"
605686,"149151.0, 118320.0, 156723.0, 166242.0, 172264.0, 174276.0, 174622.0, 132722.0, 139809.0, 164687.0"
605690,"155241.0, 119926.0, 170332.0, 172457.0, 127652.0, 157056.0, 170332.0, 170829.0, 170332.0, 112037.0"
605699,"104141.0, 114263.0, 141325.0, 114726.0, 128741.0, 111171.0, 166626.0, 114726.0, 166242.0, 158378.0"
605709,"155103.0, 163038.0, 172457.0, 112905.0, 142213.0, 123203.0, 114263.0, 172457.0, 141325.0, 115556.0"
605712,"137455.0, 115556.0, 107923.0, 166626.0, 104657.0, 153263.0, 105968.0, 125247.0, 114263.0, 106910.0"
605717,"115380.0, 166242.0, 166626.0, 104657.0, 166242.0, 162878.0, 117435.0, 173264.0, 134396.0, 112905.0"
605728,"147915.0, 100234.0, 114263.0, 138024.0, 164687.0, 127652.0, 105968.0, 164687.0, 114726.0, 102151.0"
605730,"152257.0, 100234.0, 150177.0, 159465.0, 133815.0, 159465.0, 128741.0, 120912.0, 135606.0, 114726.0"
605745,"132913.0, 127652.0, 159652.0, 149025.0, 152470.0, 101168.0, 113522.0, 154932.0, 127698.0, 121479.0"
605753,"149151.0, 173445.0, 114263.0, 114263.0, 164687.0, 114726.0, 114263.0, 114726.0, 100234.0, 170332.0"
605758,"134396.0, 162878.0, 146841.0, 171049.0, 123484.0, 166242.0, 162878.0, 170332.0, 104910.0, 174208.0"
605761,"114726.0, 114263.0, 120231.0, 102007.0, 155103.0, 149151.0, 158378.0, 158378.0, 114263.0, 163038.0"
605778,"150177.0, 106876.0, 114263.0, 142213.0, 112905.0, 166626.0, 114263.0, 114263.0, 114263.0, 170332.0"
605781,"132961.0, 166086.0, 103974.0, 172264.0, 167541.0, 163038.0, 142213.0, 121479.0, 145637.0, 107517.0"
605786,"114726.0, 114263.0, 149151.0, 158378.0, 155103.0, 158378.0, 114263.0, 158378.0, 114263.0, 128741.0"
605798,"177441.0, 155190.0, 145619.0, 139809.0, 121479.0, 125072.0, 145341.0, 122668.0, 166086.0, 107037.0"
605803,"177168.0, 177168.0, 177168.0, 177168.0, 155103.0, 139128.0, 125247.0, 144871.0, 148942.0, 114263.0"
605810,"157314.0, 153864.0, 152257.0, 134599.0, 132913.0, 172086.0, 139809.0, 166242.0, 170332.0, 135430.0"
605822,"114263.0, 145637.0, 168200.0, 153263.0, 115556.0, 135430.0, 172503.0, 169517.0, 170430.0, 111171.0"
605827,"114263.0, 145637.0, 168200.0, 153263.0, 115556.0, 135430.0, 172503.0, 169517.0, 170430.0, 111171.0"
605831,"144871.0, 139128.0, 148942.0, 155103.0, 172457.0, 114263.0, 114726.0, 158378.0, 114726.0, 142213.0"
605838,"161638.0, 115842.0, 174276.0, 162878.0, 125368.0, 161780.0, 135677.0, 173445.0, 125368.0, 130189.0"
605844,"114263.0, 138830.0, 114263.0, 149151.0, 114726.0, 158378.0, 114263.0, 158378.0, 155103.0, 158378.0"
605848,"129210.0, 110980.0, 123425.0, 107517.0, 139238.0, 126326.0, 114726.0, 105968.0, 153263.0, 142213.0"
605856,"114263.0, 114263.0, 149151.0, 114726.0, 158378.0, 114263.0, 158378.0, 155103.0, 158378.0, 109615.0"
605863,"114726.0, 114263.0, 149151.0, 155103.0, 114263.0, 158378.0, 114263.0, 158378.0, 158378.0, 114263.0"
605872,"147745.0, 136986.0, 122295.0, 121184.0, 148483.0, 123484.0, 111171.0, 135677.0, 111171.0, 143622.0"
605879,"153263.0, 149151.0, 114263.0, 168200.0, 142213.0, 114263.0, 121479.0, 108461.0, 100619.0, 130931.0"
605882,"158378.0, 121803.0, 111171.0, 122668.0, 104657.0, 158378.0, 148942.0, 154932.0, 164687.0, 111171.0"
605885,"140810.0, 166398.0, 147487.0, 127652.0, 153263.0, 107517.0, 144871.0, 105968.0, 114263.0, 126326.0"
605914,"141325.0, 114263.0, 155103.0, 114726.0, 163038.0, 112905.0, 114263.0, 155103.0, 123484.0, 123203.0"
605915,"142544.0, 114286.0, 144871.0, 139128.0, 148942.0, 155103.0, 107037.0, 112615.0, 139318.0, 127698.0"
605933,"133177.0, 111171.0, 111171.0, 122668.0, 125072.0, 158378.0, 114726.0, 128741.0, 104657.0, 172457.0"
605935,"115380.0, 129218.0, 178013.0, 129135.0, 112615.0, 147894.0, 166242.0, 166626.0, 111171.0, 162878.0"
605940,"102151.0, 125072.0, 114263.0, 114263.0, 114263.0, 170332.0, 141325.0, 142213.0, 114263.0, 113665.0"
605946,"122668.0, 147968.0, 154932.0, 104657.0, 125072.0, 106876.0, 148942.0, 114263.0, 141325.0, 111171.0"
605952,"155582.0, 166626.0, 114263.0, 151019.0, 154932.0, 142213.0, 172602.0, 138830.0, 114263.0, 166242.0"
605955,"114263.0, 102151.0, 114263.0, 114726.0, 158378.0, 149151.0, 114263.0, 155103.0, 158378.0, 158378.0"
605963,"100234.0, 174622.0, 110980.0, 114263.0, 114263.0, 168062.0, 100234.0, 145637.0, 161638.0, 114726.0"
605965,"153263.0, 105968.0, 156578.0, 104657.0, 115556.0, 103903.0, 161638.0, 167442.0, 103717.0, 111171.0"
605975,"147968.0, 152257.0, 149233.0, 169854.0, 114263.0, 114263.0, 117386.0, 154932.0, 138024.0, 149455.0"
605980,"166626.0, 114726.0, 149151.0, 172457.0, 114263.0, 158378.0, 155103.0, 141325.0, 149025.0, 121479.0"
605987,"158378.0, 114263.0, 149151.0, 158378.0, 114263.0, 114726.0, 155103.0, 114263.0, 158378.0, 142213.0"
605990,"150177.0, 114726.0, 114263.0, 172457.0, 114726.0, 141325.0, 128741.0, 112615.0, 155103.0, 163038.0"
605999,"104868.0, 130241.0, 138024.0, 118320.0, 171171.0, 127698.0, 113665.0, 171171.0, 125247.0, 162522.0"
606000,"146060.0, 112615.0, 125247.0, 100234.0, 174622.0, 164687.0, 173445.0, 138024.0, 158174.0, 128741.0"
606009,"162878.0, 159465.0, 177168.0, 139809.0, 171171.0, 132913.0, 117435.0, 104910.0, 174549.0, 131831.0"
606013,"109659.0, 156723.0, 166242.0, 166242.0, 170332.0, 119348.0, 106186.0, 111171.0, 162878.0, 123484.0"
606021,"172153.0, 148036.0, 107517.0, 142213.0, 126326.0, 166626.0, 155103.0, 153263.0, 166086.0, 167541.0"
606028,"179131.0, 155582.0, 114263.0, 114263.0, 166626.0, 166242.0, 162878.0, 154932.0, 114263.0, 142213.0"
606030,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
606037,"114263.0, 108461.0, 114263.0, 114263.0, 166626.0, 106876.0, 117386.0, 121479.0, 166242.0, 153263.0"
606044,"107533.0, 109615.0, 114263.0, 114263.0, 114263.0, 145637.0, 115842.0, 125247.0, 114726.0, 117386.0"
606049,"114263.0, 172969.0, 145637.0, 114726.0, 169517.0, 135430.0, 114726.0, 168200.0, 114263.0, 127652.0"
606071,"114263.0, 114263.0, 149151.0, 114726.0, 158378.0, 114263.0, 158378.0, 155103.0, 158378.0, 109615.0"
606078,"158183.0, 150095.0, 155241.0, 122668.0, 111171.0, 157507.0, 154932.0, 106876.0, 141325.0, 104657.0"
606080,"133177.0, 158378.0, 114726.0, 149151.0, 122668.0, 128741.0, 107037.0, 172457.0, 141325.0, 104657.0"
606088,"142213.0, 155103.0, 163038.0, 112905.0, 114263.0, 145637.0, 142679.0, 158378.0, 145637.0, 166626.0"
606098,"113665.0, 172264.0, 164687.0, 112905.0, 163038.0, 108461.0, 142213.0, 117386.0, 139128.0, 164687.0"
606109,"172086.0, 142213.0, 163038.0, 164687.0, 139128.0, 112905.0, 117386.0, 142679.0, 158378.0, 145637.0"
606119,"142679.0, 130077.0, 163038.0, 142213.0, 114263.0, 139128.0, 142679.0, 112905.0, 163258.0, 158378.0"
606123,"114263.0, 114726.0, 158378.0, 100234.0, 158378.0, 149151.0, 162878.0, 133815.0, 114726.0, 149233.0"
606129,"155566.0, 170332.0, 101919.0, 170586.0, 172457.0, 114263.0, 170332.0, 113522.0, 170332.0, 164092.0"
606134,"166398.0, 114263.0, 110980.0, 115556.0, 121479.0, 106876.0, 164687.0, 172457.0, 154701.0, 158174.0"
606137,"113081.0, 145637.0, 172264.0, 156578.0, 167541.0, 162878.0, 105968.0, 155103.0, 153263.0, 149455.0"
606142,"114334.0, 114263.0, 142213.0, 145637.0, 164687.0, 108461.0, 100234.0, 114263.0, 114726.0, 115842.0"
606148,"122668.0, 140810.0, 154932.0, 162878.0, 139318.0, 107037.0, 114726.0, 141325.0, 158378.0, 152470.0"
606150,"104657.0, 165392.0, 121137.0, 112705.0, 139809.0, 143622.0, 172153.0, 172264.0, 144619.0, 163038.0"
606155,"118320.0, 158378.0, 149151.0, 153263.0, 158378.0, 173445.0, 114726.0, 114263.0, 143156.0, 121479.0"
606165,"172637.0, 177441.0, 155103.0, 144871.0, 114263.0, 172457.0, 148942.0, 139128.0, 114726.0, 158378.0"
606172,"101168.0, 156578.0, 113665.0, 145341.0, 153263.0, 115251.0, 164687.0, 162621.0, 154932.0, 100234.0"
606177,"162878.0, 119499.0, 106186.0, 172086.0, 129133.0, 174208.0, 166086.0, 134415.0, 104910.0, 117435.0"
606183,"142213.0, 115556.0, 163038.0, 112905.0, 166626.0, 117386.0, 166242.0, 139128.0, 158378.0, 163258.0"
606186,"139318.0, 147696.0, 158378.0, 154932.0, 138830.0, 149151.0, 162621.0, 142213.0, 111171.0, 156578.0"
606193,"145637.0, 114263.0, 142213.0, 167541.0, 114263.0, 172264.0, 105968.0, 161638.0, 174549.0, 155103.0"
606203,"114263.0, 165392.0, 114263.0, 166626.0, 117386.0, 106876.0, 121479.0, 121803.0, 166242.0, 121803.0"
606211,"170430.0, 167058.0, 141325.0, 111171.0, 114726.0, 127652.0, 114726.0, 122668.0, 115842.0, 104868.0"
606217,"125247.0, 112836.0, 167541.0, 170332.0, 134415.0, 170332.0, 114263.0, 172457.0, 114263.0, 101355.0"
606228,"141325.0, 111171.0, 114263.0, 144871.0, 107517.0, 114726.0, 106876.0, 172457.0, 128741.0, 126326.0"
606233,"171171.0, 111171.0, 144871.0, 142213.0, 126326.0, 141325.0, 107517.0, 104910.0, 121803.0, 104018.0"
606236,"100727.0, 163038.0, 158378.0, 139128.0, 139128.0, 145637.0, 166086.0, 113665.0, 173445.0, 142213.0"
606241,"112305.0, 114263.0, 114263.0, 125247.0, 114263.0, 114263.0, 141224.0, 138024.0, 117386.0, 119817.0"
606253,"159652.0, 142213.0, 124003.0, 130931.0, 145637.0, 107923.0, 173445.0, 104657.0, 100234.0, 115251.0"
606267,"162878.0, 125603.0, 119632.0, 172457.0, 123556.0, 115556.0, 170332.0, 114263.0, 114263.0, 114726.0"
606282,"149618.0, 131831.0, 111171.0, 162878.0, 106186.0, 119499.0, 170332.0, 123484.0, 110536.0, 104910.0"
606285,"172264.0, 134415.0, 144871.0, 139128.0, 148942.0, 114263.0, 155103.0, 172457.0, 114726.0, 158378.0"
606290,"120708.0, 112905.0, 107018.0, 142213.0, 101919.0, 170332.0, 172457.0, 114263.0, 155566.0, 170332.0"
606295,"150177.0, 142213.0, 139318.0, 145637.0, 162878.0, 166086.0, 162621.0, 145637.0, 179131.0, 112615.0"
606300,"141325.0, 135677.0, 165392.0, 164687.0, 107517.0, 111171.0, 114726.0, 149455.0, 114726.0, 121803.0"
606307,"150780.0, 121803.0, 154932.0, 166626.0, 102522.0, 158378.0, 114263.0, 120912.0, 135606.0, 122668.0"
606319,"114263.0, 139128.0, 144871.0, 148942.0, 158378.0, 155103.0, 157314.0, 172457.0, 144218.0, 114726.0"
606323,"150177.0, 139318.0, 158378.0, 107037.0, 138830.0, 129218.0, 135606.0, 149151.0, 122842.0, 138024.0"
606330,"139809.0, 170332.0, 172457.0, 166086.0, 112037.0, 114263.0, 161638.0, 167541.0, 107517.0, 158378.0"
606335,"140996.0, 156728.0, 129135.0, 160188.0, 141935.0, 172434.0, 172457.0, 170332.0, 155566.0, 114263.0"
606341,"165392.0, 114263.0, 114263.0, 100234.0, 144619.0, 156578.0, 115556.0, 137455.0, 140679.0, 164687.0"
606346,"113665.0, 114263.0, 142213.0, 166242.0, 163038.0, 114263.0, 112905.0, 100234.0, 164687.0, 114726.0"
606354,"129210.0, 166242.0, 114263.0, 130931.0, 164687.0, 141325.0, 113665.0, 111171.0, 135606.0, 104018.0"
606360,"130460.0, 165392.0, 113471.0, 126587.0, 163191.0, 148483.0, 155241.0, 164687.0, 153263.0, 114263.0"
606373,"167541.0, 124003.0, 112615.0, 100234.0, 142213.0, 114263.0, 163038.0, 107517.0, 145637.0, 153263.0"
606377,"174208.0, 139318.0, 154932.0, 114263.0, 142213.0, 164687.0, 179131.0, 115251.0, 114263.0, 145637.0"
606386,"159465.0, 172457.0, 170332.0, 170829.0, 170332.0, 155566.0, 123556.0, 114263.0, 101919.0, 142213.0"
606391,"141325.0, 177168.0, 111171.0, 114263.0, 107517.0, 144871.0, 114726.0, 106876.0, 172457.0, 128741.0"
606396,"158378.0, 114263.0, 114726.0, 155103.0, 114263.0, 114263.0, 149151.0, 114263.0, 141325.0, 158378.0"
606403,"114726.0, 114263.0, 149151.0, 158378.0, 155103.0, 158378.0, 114263.0, 158378.0, 114263.0, 128741.0"
606408,"156723.0, 138830.0, 152470.0, 166242.0, 166242.0, 104657.0, 166242.0, 128741.0, 121803.0, 139238.0"
606414,"133815.0, 159652.0, 129135.0, 114263.0, 114263.0, 102128.0, 166626.0, 127652.0, 166242.0, 162878.0"
606417,"174622.0, 141224.0, 112615.0, 120912.0, 146060.0, 130460.0, 164687.0, 170332.0, 166626.0, 118320.0"
606423,"155103.0, 114263.0, 114726.0, 114263.0, 158378.0, 114263.0, 149151.0, 114263.0, 158378.0, 106876.0"
606428,"148458.0, 161638.0, 112788.0, 170586.0, 165392.0, 112694.0, 114263.0, 164687.0, 113665.0, 114486.0"
606432,"160273.0, 108461.0, 134415.0, 113665.0, 133460.0, 117994.0, 117699.0, 107037.0, 121137.0, 138856.0"
606443,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 107037.0, 155103.0, 114263.0, 114263.0"
606449,"161780.0, 114726.0, 127698.0, 113665.0, 114263.0, 121479.0, 173445.0, 119817.0, 141224.0, 149151.0"
606450,"114726.0, 158378.0, 149151.0, 114263.0, 158378.0, 114263.0, 155103.0, 158378.0, 114263.0, 141325.0"
606461,"130931.0, 172086.0, 113665.0, 149455.0, 155332.0, 173445.0, 114486.0, 104657.0, 172264.0, 153263.0"
606476,"139809.0, 107018.0, 177168.0, 142213.0, 107517.0, 167541.0, 153263.0, 114263.0, 145637.0, 170332.0"
606483,"158378.0, 117386.0, 163038.0, 114726.0, 142213.0, 149151.0, 114263.0, 114263.0, 114726.0, 141325.0"
606485,"145908.0, 166398.0, 167541.0, 112615.0, 161638.0, 170332.0, 110980.0, 121479.0, 114263.0, 135606.0"
606494,"162878.0, 145637.0, 158378.0, 111171.0, 143622.0, 114461.0, 141020.0, 159132.0, 156728.0, 145196.0"
606495,"163191.0, 142213.0, 142213.0, 114263.0, 163038.0, 170332.0, 114263.0, 107923.0, 166626.0, 145637.0"
606500,"114334.0, 170332.0, 114263.0, 170332.0, 114263.0, 172457.0, 170332.0, 112037.0, 153263.0, 115556.0"
606508,"114263.0, 145637.0, 168200.0, 153263.0, 115556.0, 135430.0, 172503.0, 169517.0, 170430.0, 111171.0"
606512,"114263.0, 177441.0, 170332.0, 172457.0, 114263.0, 155103.0, 114263.0, 114726.0, 114263.0, 155566.0"
606516,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
606524,"129937.0, 114726.0, 123484.0, 155103.0, 155730.0, 117435.0, 114263.0, 146841.0, 144871.0, 114263.0"
606532,"155103.0, 130106.0, 166626.0, 114263.0, 114263.0, 178107.0, 114726.0, 155103.0, 172457.0, 114726.0"
606537,"164687.0, 135606.0, 158378.0, 100234.0, 168062.0, 117386.0, 120912.0, 130460.0, 154932.0, 135606.0"
606545,"174208.0, 104141.0, 134396.0, 158499.0, 146841.0, 162878.0, 171049.0, 170332.0, 123484.0, 104910.0"
606559,"172264.0, 164687.0, 113665.0, 140246.0, 104657.0, 114486.0, 111171.0, 179131.0, 100013.0, 156578.0"
606560,"143156.0, 146060.0, 114486.0, 114263.0, 161638.0, 158378.0, 100234.0, 114726.0, 107037.0, 153263.0"
606566,"114263.0, 123556.0, 172434.0, 119926.0, 112694.0, 170332.0, 155566.0, 172503.0, 139369.0, 117994.0"
606571,"158378.0, 149151.0, 158378.0, 114726.0, 114263.0, 114263.0, 114263.0, 107037.0, 114263.0, 142213.0"
606578,"165523.0, 136490.0, 178107.0, 164937.0, 114263.0, 114263.0, 166626.0, 115842.0, 113665.0, 114263.0"
606588,"154932.0, 122668.0, 152470.0, 162621.0, 122668.0, 148942.0, 111171.0, 121479.0, 150780.0, 173445.0"
606591,"126326.0, 114263.0, 173445.0, 160273.0, 172264.0, 164687.0, 130931.0, 118320.0, 113665.0, 135606.0"
606615,"101919.0, 143622.0, 130931.0, 168509.0, 170332.0, 114263.0, 172457.0, 170332.0, 164092.0, 162878.0"
606623,"148483.0, 111171.0, 141325.0, 162878.0, 111171.0, 166086.0, 104657.0, 140246.0, 126326.0, 131831.0"
606627,"166086.0, 121479.0, 167541.0, 142213.0, 163038.0, 149025.0, 131831.0, 104910.0, 141325.0, 145637.0"
606632,"172264.0, 114263.0, 140246.0, 144871.0, 149025.0, 158378.0, 139128.0, 113665.0, 114486.0, 111171.0"
606646,"114263.0, 114263.0, 149151.0, 114726.0, 158378.0, 114263.0, 158378.0, 155103.0, 158378.0, 109615.0"
606651,"149151.0, 158378.0, 114726.0, 158378.0, 114263.0, 114263.0, 155103.0, 114263.0, 107037.0, 114263.0"
606657,"166086.0, 144619.0, 106876.0, 164687.0, 113665.0, 114263.0, 100234.0, 149233.0, 141325.0, 114263.0"
606663,"144619.0, 163258.0, 172086.0, 141325.0, 164695.0, 142544.0, 178404.0, 150177.0, 113665.0, 100234.0"
606665,"150177.0, 106876.0, 127652.0, 170332.0, 170332.0, 177888.0, 167541.0, 121479.0, 170332.0, 145196.0"
606678,"122668.0, 142213.0, 163038.0, 112905.0, 166626.0, 158378.0, 139128.0, 114263.0, 117386.0, 145637.0"
606681,"133460.0, 111171.0, 165392.0, 173073.0, 144871.0, 144871.0, 115842.0, 104910.0, 140810.0, 117435.0"
606689,"136490.0, 114263.0, 114726.0, 156578.0, 107517.0, 153263.0, 126326.0, 142213.0, 155103.0, 166626.0"
606699,"148483.0, 168182.0, 100234.0, 114263.0, 114263.0, 170332.0, 170332.0, 107517.0, 142213.0, 114263.0"
606704,"162641.0, 164687.0, 135606.0, 162621.0, 142213.0, 112615.0, 141325.0, 126326.0, 114263.0, 163038.0"
606715,"114263.0, 145637.0, 168200.0, 153263.0, 115556.0, 135430.0, 172503.0, 169517.0, 170430.0, 111171.0"
606721,"159184.0, 102114.0, 168062.0, 149246.0, 168062.0, 114726.0, 164687.0, 114263.0, 141325.0, 163038.0"
606732,"112905.0, 114726.0, 155103.0, 172457.0, 114263.0, 155103.0, 120231.0, 114263.0, 144871.0, 148942.0"
606737,"162621.0, 154932.0, 139318.0, 138830.0, 156578.0, 126326.0, 162641.0, 142213.0, 144871.0, 117435.0"
606740,"114726.0, 114263.0, 149151.0, 158378.0, 155103.0, 158378.0, 114263.0, 158378.0, 114263.0, 128741.0"
606747,"115556.0, 172865.0, 172457.0, 170332.0, 114263.0, 155566.0, 113522.0, 114726.0, 170332.0, 101355.0"
606750,"114263.0, 172457.0, 155103.0, 144871.0, 148942.0, 114726.0, 139128.0, 158378.0, 114726.0, 123203.0"
606757,"125606.0, 146060.0, 130460.0, 153263.0, 152470.0, 152470.0, 120912.0, 121479.0, 149455.0, 114263.0"
606760,"113665.0, 115556.0, 114263.0, 166242.0, 166626.0, 166626.0, 153263.0, 124003.0, 129218.0, 166242.0"
606765,"142213.0, 120231.0, 164687.0, 114286.0, 113665.0, 155730.0, 112905.0, 135753.0, 142679.0, 172637.0"
606771,"156578.0, 161638.0, 113594.0, 166626.0, 156099.0, 172457.0, 127652.0, 114726.0, 170332.0, 107517.0"
606779,"102151.0, 114263.0, 141325.0, 114263.0, 114263.0, 142213.0, 113665.0, 170332.0, 158378.0, 113665.0"
606794,"150177.0, 114263.0, 106876.0, 114263.0, 114263.0, 163258.0, 121803.0, 166242.0, 164687.0, 164687.0"
606796,"150177.0, 107517.0, 114263.0, 167541.0, 114263.0, 145637.0, 127652.0, 138024.0, 171049.0, 148036.0"
