id,average_cost_for_two,book_url,cuisines,currency,establishment_types__establishment_type__id,establishment_types__establishment_type__name,featured_image,has_online_delivery,has_table_booking,include_bogo_offers,is_book_form_web_view,is_delivering_now,is_table_reservation_supported,is_zomato_book_res,location__address,location__city,location__city_id,location__country_id,location__latitude,location__locality,location__locality_verbose,location__longitude,location__zipcode,medio_provider,mezzo_provider,name,offers,opentable_support,price_range,switch_to_order_menu,thumb,user_rating__custom_rating_text,user_rating__custom_rating_text_background,user_rating__rating_text,user_rating__rating_tool_tip,user_rating__votes,zomato_events,Zomato_user_rating
12735,700,,"Desserts, Korean, Coffee",P,1,Café,https://b.zmtcdn.com/data/res_imagery/18142745_CHAIN_3ec4dac3dcb821c8fafbefbb680ee136.jpg,0,0,TRUE,0,0,0,0,"Molito Commercial Complex, Alabang, Muntinlupa City",Muntinlupa City,63,162,14.42292312,"Molito Commercial Complex, Alabang, Mutinlupa City","Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City",121.0264501,,,OTHER,Ice Flower,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/18142745_CHAIN_3ec4dac3dcb821c8fafbefbb680ee136.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,161,,
15218,80,,"Desserts, Bakery",R,23,Dessert Parlour,https://b.zmtcdn.com/data/res_imagery/6515006_CHAIN_727959760d3298ff7f2c3cea73ead9ba.jpg,0,0,TRUE,0,0,0,0,"Shop No 2 Corner Troy & Commissioner Street , City and Suburban, Inner City, Johannesburg",Inner City,65,189,-26.204644,City and Suburban,"City and Suburban, Inner City",28.049203,,,OTHER,Dicky's Cakes,[],0,1,0,https://b.zmtcdn.com/data/res_imagery/6515006_CHAIN_727959760d3298ff7f2c3cea73ead9ba.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Not rated,,0,,
20456,250000,,"Western, Asian",IDR,7,Bar,https://b.zmtcdn.com/data/res_imagery/18346300_RESTAURANT_bbdf0f3cbab36c2a28073ffbb8fe4c30.jpg,0,0,TRUE,0,0,0,0,"Ruko Crown Golf, Blok D No. 33-35, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",Jakarta,74,94,-6.111718681,"Ruko Crown Golf, Pantai Indah Kapuk","Ruko Crown Golf, Pantai Indah Kapuk, Jakarta",106.7382834,,,OTHER,Mixology Soju Bar & Brasserie,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/18346300_RESTAURANT_bbdf0f3cbab36c2a28073ffbb8fe4c30.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,179,,
10857,55,,"American, British, Pizza",£,8,Club,,0,0,TRUE,0,0,0,0,"1 America Square, City of London, London EC3N 2LS",London,61,215,51.511146,"America Square, City Of London","America Square, City Of London, London",-0.076076,EC3N 2LS,,OTHER,Revolution,[],0,3,0,,,,Good,,8,,
21899,40,,"Street Food, Asian",£,7,Bar,https://b.zmtcdn.com/data/res_imagery/7600050_CHAIN_0c813f5eae5b79608f56ca919cf9c297_c.jpg,0,0,TRUE,0,0,0,0,"104 Hanover Street, New Town, Edinburgh EH2 1DR",Edinburgh,76,215,55.954486,New Town,"New Town, Edinburgh",-3.198055,EH2 1DR,,OTHER,Bar Soba,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/7600050_CHAIN_0c813f5eae5b79608f56ca919cf9c297_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,36,,
26351,600,,"Italian, Czech, Thai",Kč,21,Quick Bites,https://b.zmtcdn.com/data/res_imagery/16508869_CHAIN_e9a981433414b39e35bce9bb537810c9.jpg,0,0,TRUE,0,0,0,0,"Jankovcova 14a, Holešovice, Praha 7",Praha 7,84,54,50.10686944,Holešovice,"Holešovice, Praha 7",14.45516944,,,OTHER,Home Kitchen,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/16508869_CHAIN_e9a981433414b39e35bce9bb537810c9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,26,,
20206,50000,,Desserts,IDR,4,Kiosk,https://b.zmtcdn.com/data/pictures/chains/4/7400334/3d50fe6133c873c3523fc9f950857592.jpg,0,0,TRUE,0,0,0,0,"Plaza Semanggi, Lantai 3A, Jl. Jenderal Sudirman, Sudirman, Jakarta",Jakarta,74,94,-6.220229038,"Plaza Semanggi, Sudirman","Plaza Semanggi, Sudirman, Jakarta",106.8143787,,,OTHER,D' Crepes,[],0,1,0,https://b.zmtcdn.com/data/pictures/chains/4/7400334/3d50fe6133c873c3523fc9f950857592.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,25,,
28779,20,,Frozen Yogurt,MYR,23,Dessert Parlour,https://b.zmtcdn.com/data/res_imagery/18178314_CHAIN_f6320ad31158d0da1367191cbc373ef5.jpg,0,0,TRUE,0,0,0,0,"TK.04, Third Floor, Mid Valley Megamall, Lingkaran Syed Putra, Mid Valley City, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.117574,Mid Valley Megamall,"Mid Valley Megamall, Kuala Lumpur",101.677749,59200,,OTHER,llaollao,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/18178314_CHAIN_f6320ad31158d0da1367191cbc373ef5.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,15,,
10952,35,,"Thai, Curry",£,16,Casual Dining,https://b.zmtcdn.com/data/res_imagery/6100354_CHAIN_d344484a6cf765c10f2b35f7afb04424.jpg,0,0,TRUE,0,0,0,0,"106-110 Wardour Street, Soho, London W1F 0TR",London,61,215,51.513779,"Wardour Street, Soho","Wardour Street, Soho, London",-0.134256,W1F 0TR,,OTHER,Busaba Eathai,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/6100354_CHAIN_d344484a6cf765c10f2b35f7afb04424.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,489,,
1988,250,,"Bakery, Desserts",Rs.,31,Bakery,,0,0,TRUE,0,0,0,0,"Gullar Ghati Road, Jogiwala, Dehradun",Dehradun,35,1,30.2661801,Jogiwala,"Jogiwala, Dehradun",78.1062092,,,OTHER,Fros Bakers,[],0,2,0,,,,Not rated,,3,,
26991,85000,,"Pub Food, Fusion, Salad",LBP,6,Pub,https://b.zmtcdn.com/data/res_imagery/16504574_CHAIN_b0c815a770a5b8caff52a9f663a66449.jpg,0,0,TRUE,0,0,0,0,"Blueberry Square, Ground Floor, Highway, Dbayeh, Metn",Metn,86,112,33.929889,"Blueberry Square, Dbayeh","Blueberry Square, Dbayeh, Metn",35.587958,,,OTHER,Fértil,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/16504574_CHAIN_b0c815a770a5b8caff52a9f663a66449.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,239,,
19458,130,,Fast Food,,16,Casual Dining,,0,0,TRUE,0,0,0,0,"Kite Beach, Umm Suqeim, Dubai",Dummy,72,17,25.171252,AAAA,"AAAA, Dummy",55.217265,,,OTHER,Salt,[],0,4,0,,,,Not rated,,0,,
26066,500,,Drinks Only,Kč,8,Club,https://b.zmtcdn.com/data/res_imagery/16509640_RESTAURANT_8c59ae2de38119cf2347a7ae17342fdc_c.jpg,0,0,TRUE,0,0,0,0,"Vinohradská 40, Vinohrady, Praha 2",Praha 2,84,54,50.077164,Vinohrady,"Vinohrady, Praha 2",14.439788,,,OTHER,Club Termax,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/16509640_RESTAURANT_8c59ae2de38119cf2347a7ae17342fdc_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,9,,
9878,50,,Drinks Only,TL,7,Bar,,0,0,TRUE,0,0,0,0,"100. Yıl Mahallesi, 432. Sokak, Merkez Çarşı, Üst Kat, Çankaya, Ankara",Ankara,60,208,39.895392,Balgat,"Balgat, Ankara",32.797989,,,OTHER,Barikat 1538,[],0,2,0,,,,Average,,5,,
356,600,,"Pizza, Fast Food",Rs.,21,Quick Bites,https://b.zmtcdn.com/data/res_imagery/3200069_CHAIN_899a49d3939a70347bdf40e8369d413d.jpg,0,0,TRUE,0,0,0,0,"S Square Mall, Opposite Vishwamohini Complex, Subhanpura, Vadodara",Vadodara,32,1,22.32001591,Subhanpura,"Subhanpura, Vadodara",73.15992203,,,OTHER,Domino's Pizza,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/3200069_CHAIN_899a49d3939a70347bdf40e8369d413d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,188,,
9016,120,,Drinks Only,TL,8,Club,,0,0,TRUE,0,0,0,0,"Yeni Mahalle, General Ali İhsan Türkan Caddes, Silivri Merkez, Istanbul",İstanbul,59,208,41.077184,Silivri Merkez,"Silivri Merkez, İstanbul",28.249963,,,OTHER,Poseidon Cafe & Bar,[],0,4,0,,,,Not rated,,2,,
2744,300,,"Desserts, Bakery, Fast Food",Rs.,23,Dessert Parlour,,0,0,TRUE,0,0,0,0,"42, Ambour Salai, Near Traffic Police Station, White Town, Puducherry",Puducherry,37,1,11.93502044,White Town,"White Town, Puducherry",79.83259454,,,OTHER,Hot Breads,[],0,2,0,,,,Very Good,,163,,
11900,260,,"Cafe, Continental",QR,1,Café,https://b.zmtcdn.com/data/pictures/chains/7/6201617/8739fc009e230a598379b1773a96153b.jpg,0,0,TRUE,0,0,0,0,"6 La Croissette, Porto Arabia, Pearl Qatar, Doha",Doha,62,166,25.37116121,Pearl Qatar,"Pearl Qatar, Doha",51.54039167,,,OTHER,The Atelier Art Cafe,[],0,4,0,https://b.zmtcdn.com/data/pictures/chains/7/6201617/8739fc009e230a598379b1773a96153b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,84,,
27282,40000,,"German, Polish, Austrian",LBP,16,Casual Dining,https://b.zmtcdn.com/data/pictures/chains/9/18276649/d89c4d71caf5604413389280dfa90a9b.jpg,0,0,TRUE,0,0,0,0,"Rue de Madrid, Mar Mikhael, Beirut District",Beirut District,86,112,33.89666941,"Das Küche, Mar Mikhael","Das Küche, Mar Mikhael, Beirut District",35.52451462,,,OTHER,The Sausage House,[],0,2,0,https://b.zmtcdn.com/data/pictures/chains/9/18276649/d89c4d71caf5604413389280dfa90a9b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,479,,
30636,80,,Italian,NZ$,18,Fine Dining,,0,0,TRUE,0,0,0,0,"791 Colombo Street, Christchurch Central, Christchurch",Christchurch,90,148,-43.526245,Christchurch Central,"Christchurch Central, Christchurch",172.636388,,,OTHER,Venuti Cucina Italiana,[],0,4,0,,,,Good,,18,,
7119,290,,Finger Food,AED,5,Lounge,https://b.zmtcdn.com/data/res_imagery/18309948_RESTAURANT_d38c194f056ee7341dab8f8140321381.jpg,0,0,TRUE,0,0,0,0,"Lobby Level, Four Seasons Hotel Abu Dhabi, Al Maryah Island, Abu Dhabi",Abu Dhabi,57,214,24.503052,"Four Seasons Hotel Abu Dhabi, Al Maryah Island","Four Seasons Hotel Abu Dhabi, Al Maryah Island, Abu Dhabi",54.38788,,,OTHER,Zsa Zsa - Four Seasons Hotel Abu Dhabi,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/18309948_RESTAURANT_d38c194f056ee7341dab8f8140321381.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,7,,
21266,200,,Cafe,R,1,Café,https://b.zmtcdn.com/data/res_imagery/75627_RESTAURANT_f98048bd8c7f9a31cdc929712ecff89a.jpg,0,0,TRUE,0,0,0,0,"Corner of Bronkhorst and Dey Street, Nieuw Muckleneuk, Pretoria",Pretoria,75,189,-25.772723,Nieuw Muckleneuk,"Nieuw Muckleneuk, Pretoria",28.231166,,,OTHER,Broodhuijs,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/75627_RESTAURANT_f98048bd8c7f9a31cdc929712ecff89a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,40,,
14819,200,,American,R,7,Bar,https://b.zmtcdn.com/data/res_imagery/6516433_RESTAURANT_49a0a0dbb91a31390f7fd96d0dbc9d4b.jpg,0,0,TRUE,0,0,0,0,"16 High Road, Bramley, Johannesburg",Johannesburg,65,189,-26.126035,Bramley,"Bramley, Johannesburg",28.081301,,,OTHER,Backyard Pop Up Bar,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/6516433_RESTAURANT_49a0a0dbb91a31390f7fd96d0dbc9d4b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Not rated,,2,,
23714,50,,"International, Japanese, Sushi, Beverages",€,5,Lounge,https://b.zmtcdn.com/data/res_imagery/8214429_RESTAURANT_e71f8b3b2f2afa7b4624ed2d255d2227.jpeg,0,0,TRUE,0,0,0,0,"Academia de Golfe de Lisboa, Azinhaga das Galhardas, Campo Grande, Lisboa 1600-213",Lisboa,82,164,38.75316083,Campo Grande,"Campo Grande, Lisboa",-9.164935537,1600-213,,OTHER,Golf Spot - Academia de Golfe de Lisboa,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/8214429_RESTAURANT_e71f8b3b2f2afa7b4624ed2d255d2227.jpeg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,111,,
789,500,,"North Indian, South Indian, Chinese",Rs.,16,Casual Dining,https://b.zmtcdn.com/data/pictures/5/18604525/88a7f23d3dcbc96f82dbe7557ac2ebdb.jpg,1,0,TRUE,0,1,0,0,"Plot 16, South Ambazari Road, Next to Bank of Maharashtra, Laxmi Nagar Nagpur",Nagpur,33,1,21.1257125,Bajaj Nagar,"Bajaj Nagar, Nagpur",79.06219922,,,OTHER,Punjabizz ,[],0,2,0,https://b.zmtcdn.com/data/pictures/5/18604525/88a7f23d3dcbc96f82dbe7557ac2ebdb.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,496,,
2507,900,,Finger Food,Rs.,7,Bar,https://b.zmtcdn.com/data/reviews_photos/c49/58eee3cefca3a2d674bf2bc2dec00c49_1414663370.JPG,0,0,TRUE,0,0,0,0,"23, Goubert Avenue, White Town, Puducherry",Puducherry,37,1,11.93336882,"The Promenade, White Town","The Promenade, White Town, Puducherry",79.8357686,,,OTHER,Risque,[],0,3,0,https://b.zmtcdn.com/data/reviews_photos/c49/58eee3cefca3a2d674bf2bc2dec00c49_1414663370.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,76,,
25021,17000,,Drinks Only,$,8,Club,,0,0,TRUE,0,0,0,0,"Av. Libertador Bernardo O' Higgins 2879, Santiago Centro, Santiago",Santiago,83,42,-33.4494024,Santiago Centro,"Santiago Centro, Santiago",-70.6740247,,,OTHER,Blondie,[],0,2,0,,,,Good,,39,,
27892,20000,,"Desserts, Beverages, Juices",LBP,41,Beverage Shop,,1,0,TRUE,0,0,0,0,"ABC Verdun, Level 3, Verdun, Beirut District",Beirut District,86,112,33.8861,ABC Verdun,"ABC Verdun, Beirut District",35.483197,,,OTHER,Healthy Basket,[],0,2,0,,,,Average,,29,,
29983,20,,"Desserts, Ice Cream",$,23,Dessert Parlour,https://b.zmtcdn.com/data/res_imagery/8910467_RESTAURANT_7aad6da103326709ed2b48e6336df796_c.jpg,0,0,TRUE,0,0,0,0,"647 Mount Pleasant Road, Toronto M4S 2N2",Toronto,89,37,43.705315,"653 Mount Pleasant Road, Davisville Village","653 Mount Pleasant Road, Davisville Village, Toronto",-79.388863,M4S 2N2,,OTHER,Il Gelatiere,[],0,1,0,https://b.zmtcdn.com/data/res_imagery/8910467_RESTAURANT_7aad6da103326709ed2b48e6336df796_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,71,,
14927,360,,"Italian, Pizza",R,16,Casual Dining,https://b.zmtcdn.com/data/res_imagery/6502857_CHAIN_117453ba447a0d48029862daac1b2dc5_c.jpg,0,0,TRUE,0,0,0,0,"Waterfall Corner Mall, Corner of Maxwell & Woodmead Drives, Woodmead, Sandton",Sandton,65,189,-26.02172,"Waterfall Corner Mall, Midrand","Waterfall Corner Mall, Midrand, Sandton",28.089878,,,OTHER,Remo's Maximilliano,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/6502857_CHAIN_117453ba447a0d48029862daac1b2dc5_c.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,449,,
6000,20,,"Indian, Singaporean, Malay, Chinese",$,20,Food Court,,0,0,TRUE,0,0,0,0,"503 West Coast Drive, #01-55 Ayer Rajah Food Centre 120503",Singapore,52,184,1.311799946,"West Coast Road, Clementi","West Coast Road, Clementi, Singapore",103.7597512,120503,,OTHER,Shenton Way Power Stall,[],0,2,0,,,,Very Good,,0,,
8730,130,,Bar Food,TL,6,Pub,https://b.zmtcdn.com/data/res_imagery/18437089_RESTAURANT_d4ae314f3a433de0f48f8813302d8724.jpg,0,0,TRUE,0,0,0,0,"Caferağa Mahallesi, Moda Caddesi, No 64/40, Kadıköy, İstanbul",İstanbul,59,208,40.987839,Kadıköy Merkez,"Kadıköy Merkez, İstanbul",29.02516,,,OTHER,Draft Gastro Pub,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/18437089_RESTAURANT_d4ae314f3a433de0f48f8813302d8724.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,331,,
24200,16,,Burger,€,20,Food Court,https://b.zmtcdn.com/data/res_imagery/18347759_RESTAURANT_b7cf52d76de7c985a127c07582560b1e.JPG,0,0,TRUE,0,0,0,0,"Forum Montijo, Zona Industrial do Pau Queimado, Rua da Azinheira - Afonsoeiro, Piso 1, Montijo Centro, Montijo",Greater Lisbon,82,164,38.69499,"Forum Montijo, Montijo Centro","Forum Montijo, Montijo Centro, Greater Lisbon",-8.941903,,,OTHER,Steak ’n Shake,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/18347759_RESTAURANT_b7cf52d76de7c985a127c07582560b1e.JPG?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,129,,
16544,25,,"Cafe, British",£,1,Café,,0,0,TRUE,0,0,0,0,"151 Great Ancoats Street, Lancashire, Ancoats, Manchester M4 6DH",Manchester,68,215,53.48022912,Ancoats,"Ancoats, Manchester",-2.223392124,M4 6DH,,OTHER,Vivid Lounge,[],0,2,0,,,,Not rated,,2,,
27963,70,,"Cafe, Japanese",MYR,1,Café,https://b.zmtcdn.com/data/res_imagery/18191368_RESTAURANT_9caa24f5142f9520f2d259a85f1d0936.jpg,0,0,TRUE,0,0,0,0,"22, Jalan 27/70A, Desa Sri Hartamas, Kuala Lumpur 50480",Kuala Lumpur,88,123,3.162388912,Desa Sri Hartamas,"Desa Sri Hartamas, Kuala Lumpur",101.6493598,50480,,OTHER,Mei by Fat Spoon,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/18191368_RESTAURANT_9caa24f5142f9520f2d259a85f1d0936.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Very Good,,35,,
20344,200000,,"Western, Finger Food",IDR,5,Lounge,https://b.zmtcdn.com/data/res_imagery/18228472_RESTAURANT_1e44d3dfe17e1e138393271b951343e9.jpg,0,0,TRUE,0,0,0,0,"FM7 Resort Hotel, Jl. Raya Perancis No. 67, Benda, Tangerang",Tangerang,74,94,-6.106462,"FM7 Resort Hotel, Benda","FM7 Resort Hotel, Benda, Tangerang",106.684389,,,OTHER,Montezuma Rooftop Lounge - FM7 Resort Hotel,[],0,3,0,https://b.zmtcdn.com/data/res_imagery/18228472_RESTAURANT_1e44d3dfe17e1e138393271b951343e9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,32,,
15455,110,,Brazilian,R$,16,Casual Dining,,0,0,TRUE,0,0,0,0,"Hotel Mercure, SHN 5, Bloco I, Asa Norte, Brasília",Brasília,66,30,-15.78866667,"Hotel Mercure, Asa Norte","Hotel Mercure, Asa Norte, Brasília",-47.89016667,,,OTHER,L'Affaire - Hotel Mercure,[],0,4,0,,,,Not rated,,2,,
18610,25,,"Bakery, Coffee and Tea",NZ$,31,Bakery,https://b.zmtcdn.com/data/res_imagery/7002078_RESTAURANT_2463fe0177b9b721d25b9094a2e80305.jpg?output-format=webp,0,0,TRUE,0,0,0,0,"43 St. Heliers Bay Road, St Heliers, Auckland",Auckland,70,148,-36.85127095,St Heliers,"St Heliers, Auckland",174.8578268,,,OTHER,St Heliers Home Cookery,[],0,1,0,https://b.zmtcdn.com/data/res_imagery/7002078_RESTAURANT_2463fe0177b9b721d25b9094a2e80305.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,12,,
30606,115,,"Seafood, Pacific",NZ$,18,Fine Dining,,0,0,TRUE,0,0,0,0,"23 Worcester Boulevard Opposite the Arts Centre, Christchurch Central, Christchurch",Christchurch,90,148,-43.530609,Christchurch Central,"Christchurch Central, Christchurch",172.629214,,,OTHER,Cook'n with Gas,[],0,4,0,,,,Very Good,,23,,
6162,40,,"Desserts, Bakery, Ice Cream",$,23,Dessert Parlour,,0,0,TRUE,0,0,0,0,"63 Jurong West Central 3, #B1-64 Jurong Point 648331",Singapore,52,184,1.339405491,"Jurong West Central 3, Jurong West","Jurong West Central 3, Jurong West, Singapore",103.7053674,648331,,OTHER,Swensen's,[],0,3,0,,,,Average,,1,,
1163,100,,Mithai,Rs.,291,Sweet Shop,https://b.zmtcdn.com/data/pictures/3/18704243/e49c4ef9fc017fa0617055ca09f50133.jpg,1,0,TRUE,0,1,0,0,"Shreenath Farsan, Behind veterinary college, Seminary Hills.",Nagpur,33,1,21.16653107,Seminary Hills,"Seminary Hills, Nagpur",79.0492782,440006,,OTHER,Shreenath Farsan,[],0,1,0,https://b.zmtcdn.com/data/pictures/3/18704243/e49c4ef9fc017fa0617055ca09f50133.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,17,,
10109,35,,Desserts,TL,23,Dessert Parlour,,0,0,TRUE,0,0,0,0,"Barbaros Mahallesi, Tunalı Hilmi Caddesi, Buğday Sokak, No 6/F, Çankaya, Ankara",Ankara,60,208,39.90283333,Kavaklıdere,"Kavaklıdere, Ankara",32.86161111,,,OTHER,Very Cupcake,[],0,2,0,,,,Very Good,,32,,
8936,90,,Drinks Only,TL,8,Club,,0,0,TRUE,0,0,0,0,"Osmanağa Mahallesi, Osmancık Sokak, No 13/B, Kadıköy, İstanbul",İstanbul,59,208,40.99014482,Kadıköy Merkez,"Kadıköy Merkez, İstanbul",29.02785301,,,OTHER,Shaft,[],0,3,0,,,,Good,,94,,
27451,40000,,"American, Italian, Salad, Sandwich, Burger, Pizza",LBP,20,Food Court,https://b.zmtcdn.com/data/pictures/chains/3/18446763/9174928edd39d8dda54b160c18d061b3.jpg,1,0,TRUE,0,0,0,0,"City Mall, Level 1, Food Court, Highway, Dora, Metn",Metn,86,112,33.896735,"City Mall, Dora","City Mall, Dora, Metn",35.564572,,,OTHER,Doughlicious,[],0,2,0,https://b.zmtcdn.com/data/pictures/chains/3/18446763/9174928edd39d8dda54b160c18d061b3.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,107,,
20866,100000,,Indonesian,IDR,21,Quick Bites,https://b.zmtcdn.com/data/pictures/3/18621713/6f81d1cfdc0a9d43eaf43d592c3ff8d9.jpg,0,0,TRUE,0,0,0,0,"Jl. Tebet Raya No 27 D, Tebet, Jakarta",Jakarta,74,94,-6.229386772,Tebet,"Tebet, Jakarta",106.8531594,,,OTHER,Nasi Goreng Mafia,[],0,2,0,https://b.zmtcdn.com/data/pictures/3/18621713/6f81d1cfdc0a9d43eaf43d592c3ff8d9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Average,,534,,
20722,130000,,Korean,IDR,20,Food Court,https://b.zmtcdn.com/data/reviews_photos/dee/26063926a3cab29878d2d3a009c44dee_1447136853.jpg,0,0,TRUE,0,0,0,0,"Ciputra World, Lotte Shopping Avenue, Lantai 4, Food Avenue, Jl. Prof Dr Satrio, Karet, Jakarta",Jakarta,74,94,-6.224610945,"Lotte Shopping Avenue, Karet","Lotte Shopping Avenue, Karet, Jakarta",106.8238476,,,OTHER,Born Ga Express,[],0,2,0,https://b.zmtcdn.com/data/reviews_photos/dee/26063926a3cab29878d2d3a009c44dee_1447136853.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,100,,
3110,200,,Ice Cream,Rs.,23,Dessert Parlour,https://b.zmtcdn.com/data/pictures/0/18760400/67582c2ce9f5d5e5e9b3bfa9cfdfcd5a.jpg,1,0,TRUE,0,0,0,0,"Indralok Complex, Kargil chowk, Piplod, Surat",Surat,38,1,21.163333,Piplod,"Piplod, Surat",72.777243,,,OTHER,51 Rainbow Ice Cream,[],0,1,0,https://b.zmtcdn.com/data/pictures/0/18760400/67582c2ce9f5d5e5e9b3bfa9cfdfcd5a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Good,,24,,
12165,700,,"Chinese, Cantonese",QR,18,Fine Dining,https://b.zmtcdn.com/data/res_imagery/6200809_RESTAURANT_9409e3ec3507976bbf6ba7ea8c431cd4.jpg,0,0,TRUE,0,0,0,0,"The St. Regis Hotel, Westbay, Doha",Doha,62,166,25.350325,"The St. Regis, Westbay","The St. Regis, Westbay, Doha",51.530127,,,OTHER,Hakkasan - The St. Regis,[],0,4,0,https://b.zmtcdn.com/data/res_imagery/6200809_RESTAURANT_9409e3ec3507976bbf6ba7ea8c431cd4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,195,,
3246,200,,Bakery,Rs.,31,Bakery,,0,0,TRUE,0,0,0,0,"Diwalibaug, Athwagate, Athwa, Surat",Surat,38,1,21.18537212,Athwa,"Athwa, Surat",72.80980758,,,OTHER,Umrao's Cakes n Bakes,[],0,1,0,,,,Not rated,,3,,
29832,35,,"Sri Lankan, Healthy Food",$,21,Quick Bites,https://b.zmtcdn.com/data/res_imagery/8905251_RESTAURANT_0c62df7e2d7700cdc2f42a377e318de1.jpg,0,0,TRUE,0,0,0,0,"322 Adelaide Street West, Toronto M5V 1R1",Toronto,89,37,43.64764,"Adelaide Street West, Entertainment District","Adelaide Street West, Entertainment District, Toronto",-79.392066,M5V 1R1,,OTHER,Ravi Soups,[],0,2,0,https://b.zmtcdn.com/data/res_imagery/8905251_RESTAURANT_0c62df7e2d7700cdc2f42a377e318de1.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,,,Excellent,,248,,
15109,100,,"Fast Food, Pizza",R,21,Quick Bites,,0,0,TRUE,0,0,0,0,"Sandton City Shopping Centre, Food Court, Sandown, Sandton",Sandton,65,189,-26.10766667,"Sandton City Shopping Centre, Sandown","Sandton City Shopping Centre, Sandown, Sandton",28.05433333,,,OTHER,Akhalwaya's,[],0,2,0,,,,Average,,42,,
